name,path,usage_count,complexity,has_tests,duplicates_count,duplicate_sample,category,priority_score
PlayerDashboardWrapper,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\player\PlayerDashboardWrapper.tsx,0,7,False,0,,DELETE_UNUSED,200.7
UniversalButton,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\shared\ui\UniversalButton.tsx,0,7,False,0,,DELETE_UNUSED,200.7
StreamBackgroundCard,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\StreamBackgroundCard.tsx,0,7,False,0,,DELETE_UNUSED,200.7
A1BettingPreview.test,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\A1BettingPreview.test.tsx,0,6,False,0,,DELETE_UNUSED,200.6
Breadcrumb,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\base\Breadcrumb.tsx,0,6,False,0,,DELETE_UNUSED,200.6
AdminWrapper,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\comprehensive\AdminWrapper.tsx,0,6,False,0,,DELETE_UNUSED,200.6
DirectAIDashboardLink,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\debug\DirectAIDashboardLink.tsx,0,6,False,0,,DELETE_UNUSED,200.6
EVBadge.test,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\ev\__tests__\EVBadge.test.tsx,0,6,False,0,,DELETE_UNUSED,200.6
CheatsheetsFallback,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\features\cheatsheets\CheatsheetsFallback.tsx,0,6,False,0,,DELETE_UNUSED,200.6
EnhancedLockedBetsPage,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\pages\EnhancedLockedBetsPage.tsx,0,6,False,0,,DELETE_UNUSED,200.6
ConsolidatedAPITest,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\testing\ConsolidatedAPITest.tsx,0,6,False,0,,DELETE_UNUSED,200.6
OpportunityRow.errorBoundary.test,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\dashboard\__tests__\OpportunityRow.errorBoundary.test.tsx,0,5,False,0,,DELETE_UNUSED,200.5
MLAnalytics,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\MLAnalytics.tsx,0,5,False,0,,DELETE_UNUSED,200.5
AnalyticsWidget.test,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\analytics\AnalyticsWidget.test.tsx,0,4,False,0,,DELETE_UNUSED,200.4
PerformanceAnalyticsDashboard.test,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\analytics\PerformanceAnalyticsDashboard.test.tsx,0,4,False,0,,DELETE_UNUSED,200.4
AnalyticsPage,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\AnalyticsPage.tsx,0,4,False,0,,DELETE_UNUSED,200.4
TypedAPIDemo,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\demo\TypedAPIDemo.tsx,0,4,False,0,,DELETE_UNUSED,200.4
AdvancedAnalyticsPanel,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\features\modern\AdvancedAnalyticsPanel.tsx,0,4,False,0,,DELETE_UNUSED,200.4
SuccessMetricsPage,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\features\testimonials\SuccessMetricsPage.tsx,0,4,False,0,,DELETE_UNUSED,200.4
FeedbackExamples,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\feedback\FeedbackExamples.tsx,0,4,False,0,,DELETE_UNUSED,200.4
CyberFooter,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\layout\CyberFooter.tsx,0,4,False,0,,DELETE_UNUSED,200.4
utils,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\lazy\utils.tsx,0,4,False,0,,DELETE_UNUSED,200.4
ProgressBar,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\ProgressBar.tsx,0,4,False,0,,DELETE_UNUSED,200.4
badge,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\shared\ui\badge.tsx,0,4,False,0,,DELETE_UNUSED,200.4
Accordion,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\base\Accordion.tsx,0,3,False,0,,DELETE_UNUSED,200.3
React19ErrorBoundary,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\core\React19ErrorBoundary.tsx,0,3,False,0,,DELETE_UNUSED,200.3
ViteErrorBoundary,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\ViteErrorBoundary.tsx,0,3,False,0,,DELETE_UNUSED,200.3
EvolutionaryInsights,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\analytics\EvolutionaryInsights.tsx,0,2,False,0,,DELETE_UNUSED,200.2
BacktestingTab,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\BacktestingTab.tsx,0,2,False,0,,DELETE_UNUSED,200.2
UnifiedInput,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\base\UnifiedInput.tsx,0,2,False,0,,DELETE_UNUSED,200.2
PlayerPerformanceChart.component.test,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\charts\__tests__\PlayerPerformanceChart.component.test.tsx,0,2,False,0,,DELETE_UNUSED,200.2
FooterVersion,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\FooterVersion.tsx,0,2,False,0,,DELETE_UNUSED,200.2
InjuriesTab,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\InjuriesTab.tsx,0,2,False,0,,DELETE_UNUSED,200.2
NewsTab,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\NewsTab.tsx,0,2,False,0,,DELETE_UNUSED,200.2
SimpleSettingsPage,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\pages\SimpleSettingsPage.tsx,0,2,False,0,,DELETE_UNUSED,200.2
QuantumAITab,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\QuantumAITab.tsx,0,2,False,0,,DELETE_UNUSED,200.2
SettingsTab,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\SettingsTab.tsx,0,2,False,0,,DELETE_UNUSED,200.2
SHAPTab,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\SHAPTab.tsx,0,2,False,0,,DELETE_UNUSED,200.2
SuspenseLazyExample,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\shared\SuspenseLazyExample.tsx,0,2,False,0,,DELETE_UNUSED,200.2
ChartOverride,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\shared\ui\ChartOverride.tsx,0,2,False,0,,DELETE_UNUSED,200.2
switch,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\shared\ui\switch.tsx,0,2,False,0,,DELETE_UNUSED,200.2
SocialTab,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\SocialTab.tsx,0,2,False,0,,DELETE_UNUSED,200.2
StreamingTab,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\StreamingTab.tsx,0,2,False,0,,DELETE_UNUSED,200.2
AnalyticsCommandCenter,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\user-friendly\AnalyticsCommandCenter.tsx,0,2,False,0,,DELETE_UNUSED,200.2
SearchNotificationHandlers,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\user-friendly\SearchNotificationHandlers.tsx,0,2,False,0,,DELETE_UNUSED,200.2
WeatherTab,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\WeatherTab.tsx,0,2,False,0,,DELETE_UNUSED,200.2
SetAlertButton,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\alerts\SetAlertButton.tsx,0,0,False,0,,DELETE_UNUSED,200.0
PrizePicksMLEngine,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\betting\PrizePicksMLEngine.tsx,0,0,False,0,,DELETE_UNUSED,200.0
AdvancedIntelligenceHub_fixed,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\intelligence\AdvancedIntelligenceHub_fixed.tsx,0,0,False,0,,DELETE_UNUSED,200.0
card,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\shared\ui\card.tsx,0,0,False,0,,DELETE_UNUSED,200.0
SmartControlsBar,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\SmartControlsBar.tsx,1,5,False,0,,KEEP_AS_IS,110.5
EnhancedPropCard,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\shared\ui\EnhancedPropCard.tsx,2,15,True,0,,KEEP_AS_IS,-78.5
BankrollPage,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\BankrollPage.tsx,1,32,True,0,,KEEP_AS_IS,-86.8
LockedBets,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\LockedBets.tsx,1,30,True,0,,KEEP_AS_IS,-87.0
PerformanceAnalyticsDashboard,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\analytics\PerformanceAnalyticsDashboard.tsx,1,25,True,0,,KEEP_AS_IS,-87.5
PredictionSummaryCard,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\shared\ui\PredictionSummaryCard.tsx,1,16,True,0,,KEEP_AS_IS,-88.4
AnalyticsWidget,C:\Users\bcmad\Downloads\A1Betting7-13.2\frontend\src\components\analytics\AnalyticsWidget.tsx,1,2,True,0,,KEEP_AS_IS,-89.8
